C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\sondata\DARTWARS_TestChip_res2_w2_l320_param.son DE_EMBEDDED Lk=8.5 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320_param
17.155,-0.000362115
17.16,-0.00036461
17.165,-0.000367068
17.17,-0.000369489
17.175,-0.000371873
17.18,-0.000374222
17.185,-0.000376535
17.19,-0.000378812
17.195,-0.000381055
17.2,-0.000383262
17.205,-0.000385436
17.21,-0.000387575
17.215,-0.000389681
17.22,-0.000391753
17.225,-0.000393792
17.23,-0.000395798
17.235,-0.000397772
17.24,-0.000399714
17.245,-0.000401624
17.25,-0.000403503
17.255,-0.00040535
17.26,-0.000407167
17.265,-0.000408953
17.27,-0.000410709
17.275,-0.000412435
17.28,-0.000414131
17.285,-0.000415798
17.29,-0.000417436
17.295,-0.000419046
17.3,-0.000420627
17.305,-0.00042218
17.31,-0.000423705
17.315,-0.000425203
17.32,-0.000426673
17.325,-0.000428117
17.33,-0.000429533
17.335,-0.000430924
17.34,-0.000432288
17.345,-0.000433627
17.35,-0.00043494
17.355,-0.000436228
17.36,-0.00043749
17.365,-0.000438728
17.37,-0.000439942
17.375,-0.000441131
17.38,-0.000442296
17.385,-0.000443438
17.39,-0.000444556
17.395,-0.000445651
17.4,-0.000446723
17.405,-0.000447772
17.41,-0.000448799
17.415,-0.000449803
17.42,-0.000450786
17.425,-0.000451746
17.43,-0.000452686
17.435,-0.000453604
17.44,-0.000454501
17.445,-0.000455377
17.45,-0.000456232
17.455,-0.000457067
17.46,-0.000457882
17.465,-0.000458677
17.47,-0.000459452
17.475,-0.000460208
17.48,-0.000460944
17.485,-0.000461661
17.49,-0.000462359
17.495,-0.000463039
17.5,-0.0004637
17.505,-0.000464343
17.51,-0.000464967
17.515,-0.000465574
17.52,-0.000466163
17.525,-0.000466734
17.53,-0.000467288
17.535,-0.000467825
17.54,-0.000468345
17.545,-0.000468849
17.55,-0.000469335
17.555,-0.000469805
17.56,-0.000470259
17.565,-0.000470697
17.57,-0.000471119
17.575,-0.000471525
17.58,-0.000471916
17.585,-0.000472291
17.59,-0.000472651
17.595,-0.000472996
17.6,-0.000473326
17.605,-0.000473641
17.61,-0.000473942
17.615,-0.000474228
17.62,-0.0004745
17.625,-0.000474758
17.63,-0.000475002
17.635,-0.000475232
17.64,-0.000475448
17.645,-0.000475651
17.65,-0.000475841
17.655,-0.000476017
17.66,-0.00047618
17.665,-0.00047633
17.67,-0.000476468
17.675,-0.000476593
17.68,-0.000476705
17.685,-0.000476805
17.69,-0.000476892
17.695,-0.000476968
17.7,-0.000477031
17.705,-0.000477082
17.71,-0.000477122
17.715,-0.00047715
17.72,-0.000477167
17.725,-0.000477172
17.73,-0.000477166
17.735,-0.000477149
17.74,-0.000477121
17.745,-0.000477082
17.75,-0.000477032
17.755,-0.000476972
17.76,-0.000476901
17.765,-0.00047682
17.77,-0.000476728
17.775,-0.000476626
17.78,-0.000476514
17.785,-0.000476392
17.79,-0.00047626
17.795,-0.000476119
17.8,-0.000475967
17.805,-0.000475807
17.81,-0.000475636
17.815,-0.000475457
17.82,-0.000475268
17.825,-0.00047507
17.83,-0.000474863
17.835,-0.000474647
17.84,-0.000474422
17.845,-0.000474188
17.85,-0.000473946
17.855,-0.000473695
17.86,-0.000473436
17.865,-0.000473168
17.87,-0.000472892
17.875,-0.000472608
17.88,-0.000472315
17.885,-0.000472015
17.89,-0.000471707
17.895,-0.000471391
17.9,-0.000471067
17.905,-0.000470735
17.91,-0.000470396
17.915,-0.000470049
17.92,-0.000469695
17.925,-0.000469334
17.93,-0.000468965
17.935,-0.000468589
17.94,-0.000468206
17.945,-0.000467816
17.95,-0.000467419
17.955,-0.000467016
17.96,-0.000466605
17.965,-0.000466188
17.97,-0.000465764
17.975,-0.000465333
17.98,-0.000464896
17.985,-0.000464453
17.99,-0.000464003
17.995,-0.000463547
18,-0.000463084
18.005,-0.000462616
18.01,-0.000462142
18.015,-0.000461661
18.02,-0.000461175
18.025,-0.000460682
18.03,-0.000460184
18.035,-0.00045968
18.04,-0.000459171
18.045,-0.000458656
18.05,-0.000458135
18.055,-0.000457609
18.06,-0.000457077
18.065,-0.000456541
18.07,-0.000455998
18.075,-0.000455451
18.08,-0.000454898
18.085,-0.000454341
18.09,-0.000453778
18.095,-0.00045321
18.1,-0.000452637
18.105,-0.00045206
18.11,-0.000451477
18.115,-0.00045089
18.12,-0.000450298
18.125,-0.000449702
18.13,-0.000449101
18.135,-0.000448495
18.14,-0.000447885
18.145,-0.00044727
18.15,-0.000446651
18.155,-0.000446028
18.16,-0.000445401
18.165,-0.000444769
18.17,-0.000444133
18.175,-0.000443493
18.18,-0.000442848
18.185,-0.0004422
18.19,-0.000441548
18.195,-0.000440892
18.2,-0.000440232
18.205,-0.000439568
18.21,-0.0004389
18.215,-0.000438229
18.22,-0.000437554
18.225,-0.000436875
18.23,-0.000436192
18.235,-0.000435507
18.24,-0.000434817
18.245,-0.000434124
18.25,-0.000433428
18.255,-0.000432728
18.26,-0.000432025
18.265,-0.000431318
18.27,-0.000430609
18.275,-0.000429896
18.28,-0.00042918
18.285,-0.000428461
18.29,-0.000427738
18.295,-0.000427013
18.3,-0.000426285
18.305,-0.000425553
18.31,-0.000424819
18.315,-0.000424082
18.32,-0.000423342
18.325,-0.000422599
18.33,-0.000421853
18.335,-0.000421105
18.34,-0.000420354
18.345,-0.0004196
18.35,-0.000418843
18.355,-0.000418084
18.36,-0.000417323
18.365,-0.000416559
18.37,-0.000415792
18.375,-0.000415023
18.38,-0.000414251
18.385,-0.000413478
18.39,-0.000412701
18.395,-0.000411923
18.4,-0.000411142
18.405,-0.000410359
18.41,-0.000409573
18.415,-0.000408786
18.42,-0.000407996
18.425,-0.000407204
18.43,-0.00040641
18.435,-0.000405614
18.44,-0.000404816
18.445,-0.000404016
18.45,-0.000403214
18.455,-0.000402409
18.46,-0.000401604
18.465,-0.000400796
18.47,-0.000399986
18.475,-0.000399174
18.48,-0.000398361
18.485,-0.000397546
18.49,-0.000396729
18.495,-0.00039591
18.5,-0.00039509
18.505,-0.000394268
18.51,-0.000393445
18.515,-0.000392619
18.52,-0.000391792
18.525,-0.000390964
18.53,-0.000390134
18.535,-0.000389303
18.54,-0.00038847
18.545,-0.000387636
18.55,-0.0003868
18.555,-0.000385963
18.56,-0.000385124
18.565,-0.000384284
18.57,-0.000383443
18.575,-0.0003826
18.58,-0.000381757
18.585,-0.000380911
18.59,-0.000380065
18.595,-0.000379218
18.6,-0.000378369
18.605,-0.000377519
18.61,-0.000376668
18.615,-0.000375816
18.62,-0.000374962
18.625,-0.000374108
18.63,-0.000373253
18.635,-0.000372396
18.64,-0.000371539
18.645,-0.00037068
18.65,-0.000369821
18.655,-0.00036896
18.66,-0.000368099
18.665,-0.000367237
18.67,-0.000366374
18.675,-0.00036551
18.68,-0.000364645
18.685,-0.000363779
18.69,-0.000362913
18.695,-0.000362045
18.7,-0.000361177
18.705,-0.000360308
18.71,-0.000359439
18.715,-0.000358569
18.72,-0.000357698
18.725,-0.000356826
18.73,-0.000355954
18.735,-0.000355081
18.74,-0.000354207
18.745,-0.000353333
18.75,-0.000352458
18.755,-0.000351583
18.76,-0.000350707
18.765,-0.00034983
18.77,-0.000348953
18.775,-0.000348076
18.78,-0.000347198
18.785,-0.000346319
18.79,-0.00034544
18.795,-0.000344561
18.8,-0.000343681
18.805,-0.000342801
18.81,-0.00034192
18.815,-0.000341039
18.82,-0.000340158
18.825,-0.000339276
18.83,-0.000338394
18.835,-0.000337512
18.84,-0.000336629
18.845,-0.000335746
18.85,-0.000334863
18.855,-0.00033398
18.86,-0.000333096
18.865,-0.000332212
18.87,-0.000331328
18.875,-0.000330443
18.88,-0.000329559
18.885,-0.000328674
18.89,-0.000327789
18.895,-0.000326904
18.9,-0.000326019
18.905,-0.000325133
18.91,-0.000324248
18.915,-0.000323362
18.92,-0.000322477
18.925,-0.000321591
18.93,-0.000320705
18.935,-0.000319819
18.94,-0.000318933
18.945,-0.000318047
18.95,-0.000317161
18.955,-0.000316275
18.96,-0.00031539
18.965,-0.000314504
18.97,-0.000313618
18.975,-0.000312732
18.98,-0.000311846
18.985,-0.00031096
18.99,-0.000310075
18.995,-0.000309189
19,-0.000308304
19.005,-0.000307418
19.01,-0.000306533
19.015,-0.000305648
19.02,-0.000304763
19.025,-0.000303878
19.03,-0.000302993
19.035,-0.000302109
19.04,-0.000301225
19.045,-0.00030034
19.05,-0.000299457
19.055,-0.000298573
19.06,-0.000297689
19.065,-0.000296806
19.07,-0.000295923
19.075,-0.00029504
19.08,-0.000294158
19.085,-0.000293275
19.09,-0.000292393
19.095,-0.000291511
19.1,-0.00029063
19.105,-0.000289749
19.11,-0.000288868
19.115,-0.000287987
19.12,-0.000287107
19.125,-0.000286227
19.13,-0.000285348
19.135,-0.000284469
19.14,-0.00028359
19.145,-0.000282711
19.15,-0.000281833
19.155,-0.000280955
19.16,-0.000280078
19.165,-0.000279201
19.17,-0.000278324
19.175,-0.000277448
19.18,-0.000276572
19.185,-0.000275697
19.19,-0.000274822
19.195,-0.000273948
19.2,-0.000273074
19.205,-0.0002722
19.21,-0.000271327
19.215,-0.000270454
19.22,-0.000269582
19.225,-0.00026871
19.23,-0.000267839
19.235,-0.000266968
19.24,-0.000266098
19.245,-0.000265228
19.25,-0.000264359
19.255,-0.00026349
19.26,-0.000262622
19.265,-0.000261754
19.27,-0.000260887
19.275,-0.000260021
19.28,-0.000259155
19.285,-0.000258289
19.29,-0.000257424
19.295,-0.00025656
19.3,-0.000255696
19.305,-0.000254832
19.31,-0.00025397
19.315,-0.000253107
19.32,-0.000252246
19.325,-0.000251385
19.33,-0.000250525
19.335,-0.000249665
19.34,-0.000248806
19.345,-0.000247947
19.35,-0.000247089
19.355,-0.000246232
19.36,-0.000245375
19.365,-0.000244519
19.37,-0.000243663
19.375,-0.000242808
19.38,-0.000241954
19.385,-0.000241101
19.39,-0.000240248
19.395,-0.000239395
19.4,-0.000238544
19.405,-0.000237693
19.41,-0.000236842
19.415,-0.000235993
19.42,-0.000235144
19.425,-0.000234295
19.43,-0.000233448
19.435,-0.000232601
19.44,-0.000231755
19.445,-0.000230909
19.45,-0.000230064
19.455,-0.00022922
19.46,-0.000228376
19.465,-0.000227534
19.47,-0.000226692
19.475,-0.00022585
19.48,-0.000225009
19.485,-0.000224169
19.49,-0.00022333
19.495,-0.000222492
19.5,-0.000221654
19.505,-0.000220817
19.51,-0.00021998
19.515,-0.000219145
19.52,-0.00021831
19.525,-0.000217475
19.53,-0.000216642
19.535,-0.000215809
19.54,-0.000214977
19.545,-0.000214146
19.55,-0.000213315
19.555,-0.000212486
19.56,-0.000211657
19.565,-0.000210828
19.57,-0.000210001
19.575,-0.000209174
19.58,-0.000208348
19.585,-0.000207523
19.59,-0.000206698
19.595,-0.000205875
19.6,-0.000205052
19.605,-0.00020423
19.61,-0.000203408
19.615,-0.000202587
19.62,-0.000201767
19.625,-0.000200948
19.63,-0.00020013
19.635,-0.000199312
19.64,-0.000198496
19.645,-0.00019768
19.65,-0.000196864
19.655,-0.00019605
19.66,-0.000195236
19.665,-0.000194423
19.67,-0.000193611
19.675,-0.0001928
19.68,-0.000191989
19.685,-0.000191179
19.69,-0.00019037
19.695,-0.000189562
19.7,-0.000188754
19.705,-0.000187948
19.71,-0.000187142
19.715,-0.000186337
19.72,-0.000185532
19.725,-0.000184729
19.73,-0.000183926
19.735,-0.000183124
19.74,-0.000182323
19.745,-0.000181523
19.75,-0.000180723
19.755,-0.000179924
19.76,-0.000179126
19.765,-0.000178329
19.77,-0.000177533
19.775,-0.000176737
19.78,-0.000175942
19.785,-0.000175148
19.79,-0.000174355
19.795,-0.000173563
19.8,-0.000172771
19.805,-0.00017198
19.81,-0.00017119
19.815,-0.000170401
19.82,-0.000169612
19.825,-0.000168824
19.83,-0.000168037
19.835,-0.000167251
19.84,-0.000166466
19.845,-0.000165681
19.85,-0.000164897
19.855,-0.000164114
19.86,-0.000163332
19.865,-0.000162551
19.87,-0.00016177
19.875,-0.00016099
19.88,-0.000160211
19.885,-0.000159433
19.89,-0.000158655
19.895,-0.000157879
19.9,-0.000157103
19.905,-0.000156328
19.91,-0.000155553
19.915,-0.00015478
19.92,-0.000154007
19.925,-0.000153235
19.93,-0.000152463
19.935,-0.000151693
19.94,-0.000150923
19.945,-0.000150154
19.95,-0.000149386
19.955,-0.000148619
19.96,-0.000147852
19.965,-0.000147086
19.97,-0.000146321
19.975,-0.000145556
19.98,-0.000144793
19.985,-0.00014403
19.99,-0.000143268
19.995,-0.000142507
20,-0.000142559
C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\res\sondata\DARTWARS_TestChip_res2_w2_l320_param.son DE_EMBEDDED Lk=15.0 l=320.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res2_w2_l320_param
1,-0.000152497
1.005,-0.000153831
1.01,-0.000155186
1.015,-0.00015655
1.02,-0.000157924
1.025,-0.000159309
1.03,-0.000160703
1.035,-0.000162107
1.04,-0.000163521
1.045,-0.000164945
1.05,-0.000166379
1.055,-0.000167822
1.06,-0.000169275
1.065,-0.000170738
1.07,-0.000172211
1.075,-0.000173693
1.08,-0.000175185
1.085,-0.000176687
1.09,-0.000178198
1.095,-0.000179718
1.1,-0.000181248
1.105,-0.000182788
1.11,-0.000184337
1.115,-0.000185896
1.12,-0.000187464
1.125,-0.000189041
1.13,-0.000190628
1.135,-0.000192224
1.14,-0.000193829
1.145,-0.000195444
1.15,-0.000197067
1.155,-0.000198701
1.16,-0.000200343
1.165,-0.000201994
1.17,-0.000203655
1.175,-0.000205325
1.18,-0.000207004
1.185,-0.000208691
1.19,-0.000210388
1.195,-0.000212094
1.2,-0.000213809
1.205,-0.000215533
1.21,-0.000217266
1.215,-0.000219008
1.22,-0.000220759
1.225,-0.000222518
1.23,-0.000224287
1.235,-0.000226064
1.24,-0.00022785
1.245,-0.000229645
1.25,-0.000231449
1.255,-0.000233261
1.26,-0.000235082
1.265,-0.000236912
1.27,-0.00023875
1.275,-0.000240597
1.28,-0.000242453
1.285,-0.000244317
1.29,-0.000246189
1.295,-0.000248071
1.3,-0.000249961
1.305,-0.000251859
1.31,-0.000253766
1.315,-0.000255681
1.32,-0.000257604
1.325,-0.000259536
1.33,-0.000261477
1.335,-0.000263426
1.34,-0.000265383
1.345,-0.000267348
1.35,-0.000269322
1.355,-0.000271304
1.36,-0.000273294
1.365,-0.000275293
1.37,-0.000277299
1.375,-0.000279314
1.38,-0.000281337
1.385,-0.000283368
1.39,-0.000285408
1.395,-0.000287455
1.4,-0.00028951
1.405,-0.000291574
1.41,-0.000293645
1.415,-0.000295725
1.42,-0.000297812
1.425,-0.000299908
1.43,-0.000302011
1.435,-0.000304123
1.44,-0.000306242
1.445,-0.000308369
1.45,-0.000310504
1.455,-0.000312647
1.46,-0.000314798
1.465,-0.000316957
1.47,-0.000319123
1.475,-0.000321297
1.48,-0.000323479
1.485,-0.000325668
1.49,-0.000327866
1.495,-0.000330071
1.5,-0.000332283
1.505,-0.000334504
1.51,-0.000336732
1.515,-0.000338967
1.52,-0.00034121
1.525,-0.000343461
1.53,-0.000345719
1.535,-0.000347985
1.54,-0.000350259
1.545,-0.000352539
1.55,-0.000354828
1.555,-0.000357124
1.56,-0.000359427
1.565,-0.000361738
1.57,-0.000364056
1.575,-0.000366381
1.58,-0.000368714
1.585,-0.000371054
1.59,-0.000373402
1.595,-0.000375757
1.6,-0.000378119
1.605,-0.000380488
1.61,-0.000382865
1.615,-0.000385249
1.62,-0.00038764
1.625,-0.000390039
1.63,-0.000392444
1.635,-0.000394857
1.64,-0.000397277
1.645,-0.000399704
1.65,-0.000402138
1.655,-0.00040458
1.66,-0.000407028
1.665,-0.000409484
1.67,-0.000411946
1.675,-0.000414416
1.68,-0.000416893
1.685,-0.000419377
1.69,-0.000421867
1.695,-0.000424365
1.7,-0.00042687
1.705,-0.000429381
1.71,-0.0004319
1.715,-0.000434425
1.72,-0.000436958
1.725,-0.000439497
1.73,-0.000442043
1.735,-0.000444596
1.74,-0.000447156
1.745,-0.000449722
1.75,-0.000452296
1.755,-0.000454876
1.76,-0.000457463
1.765,-0.000460057
1.77,-0.000462657
1.775,-0.000465264
1.78,-0.000467878
1.785,-0.000470499
1.79,-0.000473126
1.795,-0.00047576
1.8,-0.000478401
1.805,-0.000481048
1.81,-0.000483702
1.815,-0.000486363
1.82,-0.00048903
1.825,-0.000491704
1.83,-0.000494384
1.835,-0.000497071
1.84,-0.000499764
1.845,-0.000502464
1.85,-0.000505171
1.855,-0.000507884
1.86,-0.000510603
1.865,-0.000513329
1.87,-0.000516061
1.875,-0.0005188
1.88,-0.000521545
1.885,-0.000524297
1.89,-0.000527055
1.895,-0.000529819
1.9,-0.00053259
1.905,-0.000535367
1.91,-0.00053815
1.915,-0.00054094
1.92,-0.000543736
1.925,-0.000546539
1.93,-0.000549347
1.935,-0.000552162
1.94,-0.000554984
1.945,-0.000557811
1.95,-0.000560645
1.955,-0.000563485
1.96,-0.000566331
1.965,-0.000569183
1.97,-0.000572042
1.975,-0.000574907
1.98,-0.000577778
1.985,-0.000580655
1.99,-0.000583538
1.995,-0.000586427
2,-0.000589323
2.005,-0.000592224
2.01,-0.000595132
2.015,-0.000598045
2.02,-0.000600965
2.025,-0.000603891
2.03,-0.000606823
2.035,-0.00060976
2.04,-0.000612704
2.045,-0.000615654
2.05,-0.00061861
2.055,-0.000621572
2.06,-0.00062454
2.065,-0.000627513
2.07,-0.000630493
2.075,-0.000633478
2.08,-0.00063647
2.085,-0.000639467
2.09,-0.000642471
2.095,-0.00064548
2.1,-0.000648495
2.105,-0.000651516
2.11,-0.000654542
2.115,-0.000657575
2.12,-0.000660613
2.125,-0.000663658
2.13,-0.000666708
2.135,-0.000669763
2.14,-0.000672825
2.145,-0.000675892
2.15,-0.000678965
2.155,-0.000682044
2.16,-0.000685129
2.165,-0.000688219
2.17,-0.000691315
2.175,-0.000694417
2.18,-0.000697524
2.185,-0.000700637
2.19,-0.000703756
2.195,-0.00070688
2.2,-0.00071001
2.205,-0.000713146
2.21,-0.000716287
2.215,-0.000719434
2.22,-0.000722586
2.225,-0.000725744
2.23,-0.000728908
2.235,-0.000732077
2.24,-0.000735252
2.245,-0.000738432
2.25,-0.000741618
2.255,-0.00074481
2.26,-0.000748007
2.265,-0.000751209
2.27,-0.000754417
2.275,-0.00075763
2.28,-0.000760849
2.285,-0.000764073
2.29,-0.000767303
2.295,-0.000770538
2.3,-0.000773779
2.305,-0.000777025
2.31,-0.000780276
2.315,-0.000783533
2.32,-0.000786796
2.325,-0.000790063
2.33,-0.000793336
2.335,-0.000796615
2.34,-0.000799898
2.345,-0.000803188
2.35,-0.000806482
2.355,-0.000809782
2.36,-0.000813087
2.365,-0.000816397
2.37,-0.000819713
2.375,-0.000823034
2.38,-0.00082636
2.385,-0.000829691
2.39,-0.000833028
2.395,-0.00083637
2.4,-0.000839717
2.405,-0.000843069
2.41,-0.000846427
2.415,-0.00084979
2.42,-0.000853158
2.425,-0.000856531
2.43,-0.00085991
2.435,-0.000863293
2.44,-0.000866682
2.445,-0.000870076
2.45,-0.000873475
2.455,-0.000876879
2.46,-0.000880288
2.465,-0.000883702
2.47,-0.000887122
2.475,-0.000890546
2.48,-0.000893976
2.485,-0.00089741
2.49,-0.00090085
2.495,-0.000904295
2.5,-0.000907745
2.505,-0.0009112
2.51,-0.00091466
2.515,-0.000918124
2.52,-0.000921594
2.525,-0.000925069
2.53,-0.000928549
2.535,-0.000932034
2.54,-0.000935524
2.545,-0.000939018
2.55,-0.000942518
2.555,-0.000946023
2.56,-0.000949532
2.565,-0.000953047
2.57,-0.000956566
2.575,-0.000960091
2.58,-0.00096362
2.585,-0.000967154
2.59,-0.000970693
2.595,-0.000974237
2.6,-0.000977785
2.605,-0.000981339
2.61,-0.000984897
2.615,-0.000988461
2.62,-0.000992029
2.625,-0.000995601
2.63,-0.000999179
2.635,-0.00100276
2.64,-0.00100635
2.645,-0.00100994
2.65,-0.00101354
2.655,-0.00101714
2.66,-0.00102074
2.665,-0.00102436
2.67,-0.00102797
2.675,-0.00103159
2.68,-0.00103522
2.685,-0.00103885
2.69,-0.00104245
2.695,-0.00104612
2.7,-0.00104976
2.705,-0.00105341
2.71,-0.00105707
2.715,-0.00106072
2.72,-0.00106439
2.725,-0.00106805
2.73,-0.00107172
2.735,-0.0010754
2.74,-0.00107908
2.745,-0.00108277
2.75,-0.00108646
2.755,-0.00109015
2.76,-0.00109385
2.765,-0.00109755
2.77,-0.00110126
2.775,-0.00110497
2.78,-0.00110869
2.785,-0.00111241
2.79,-0.00111614
2.795,-0.00111987
2.8,-0.00112361
2.805,-0.00112734
2.81,-0.00113109
2.815,-0.00113484
2.82,-0.00113859
2.825,-0.00114235
2.83,-0.00114611
2.835,-0.00114988
2.84,-0.00115365
2.845,-0.00115742
2.85,-0.0011612
2.855,-0.00116498
2.86,-0.00116877
2.865,-0.00117256
2.87,-0.00117636
2.875,-0.00118016
2.88,-0.00118397
2.885,-0.00118778
2.89,-0.00119159
2.895,-0.00119541
2.9,-0.00119923
2.905,-0.00120306
2.91,-0.00120689
2.915,-0.00121072
2.92,-0.00121456
2.925,-0.00121841
2.93,-0.00122226
2.935,-0.00122611
2.94,-0.00122996
2.945,-0.00123382
2.95,-0.00123769
2.955,-0.00124156
2.96,-0.00124543
2.965,-0.00124931
2.97,-0.00125319
2.975,-0.00125708
2.98,-0.00126096
2.985,-0.00126486
2.99,-0.00126876
2.995,-0.00127266
3,-0.00127656
3.005,-0.00128047
3.01,-0.00128439
3.015,-0.0012883
3.02,-0.00129223
3.025,-0.00129615
3.03,-0.00130008
3.035,-0.00130402
3.04,-0.00130795
3.045,-0.0013119
3.05,-0.00131584
3.055,-0.00131979
3.06,-0.00132374
3.065,-0.0013277
3.07,-0.00133166
3.075,-0.00133563
3.08,-0.0013396
3.085,-0.00134357
3.09,-0.00134755
3.095,-0.00135153
3.1,-0.00135551
3.105,-0.0013595
3.11,-0.00136349
3.115,-0.00136749
3.12,-0.00137149
3.125,-0.00137549
3.13,-0.0013795
3.135,-0.00138351
3.14,-0.00138753
3.145,-0.00139154
3.15,-0.00139557
3.155,-0.00139959
3.16,-0.00140362
3.165,-0.00140765
3.17,-0.00141169
3.175,-0.00141573
3.18,-0.00141977
3.185,-0.00142382
3.19,-0.00142787
3.195,-0.00143193
3.2,-0.00143599
3.205,-0.00144005
3.21,-0.00144411
3.215,-0.00144818
3.22,-0.00145226
3.225,-0.00145633
3.23,-0.00146041
3.235,-0.00146449
3.24,-0.00146858
3.245,-0.00147267
3.25,-0.00147676
3.255,-0.00148086
3.26,-0.00148496
3.265,-0.00148906
3.27,-0.00149317
3.275,-0.00149728
3.28,-0.00150139
3.285,-0.00150551
3.29,-0.00150963
3.295,-0.00151375
3.3,-0.00151788
3.305,-0.00152201
3.31,-0.00152614
3.315,-0.00153028
3.32,-0.00153442
3.325,-0.00153856
3.33,-0.00154271
3.335,-0.00154686
3.34,-0.00155101
3.345,-0.00155516
3.35,-0.00155932
3.355,-0.00156348
3.36,-0.00156765
3.365,-0.00157182
3.37,-0.00157599
3.375,-0.00158016
3.38,-0.00158434
3.385,-0.00158852
3.39,-0.0015927
3.395,-0.00159688
3.4,-0.00160107
3.405,-0.00160526
3.41,-0.00160946
3.415,-0.00161366
3.42,-0.00161786
3.425,-0.00162206
3.43,-0.00162627
3.435,-0.00163047
3.44,-0.00163469
3.445,-0.0016389
3.45,-0.00164312
3.455,-0.00164734
3.46,-0.00165156
3.465,-0.00165579
3.47,-0.00166001
3.475,-0.00166424
3.48,-0.00166848
3.485,-0.00167271
3.49,-0.00167695
3.495,-0.00168119
3.5,-0.00168544
3.505,-0.00168968
3.51,-0.00169393
3.515,-0.00169818
3.52,-0.00170244
3.525,-0.00170669
3.53,-0.00171095
3.535,-0.00171521
3.54,-0.00171948
3.545,-0.00172374
3.55,-0.00172801
3.555,-0.00173228
3.56,-0.00173655
3.565,-0.00174083
3.57,-0.00174511
3.575,-0.00174939
3.58,-0.00175367
3.585,-0.00175795
3.59,-0.00176224
3.595,-0.00176653
3.6,-0.00177082
3.605,-0.00177511
3.61,-0.00177941
3.615,-0.0017837
3.62,-0.001788
3.625,-0.0017923
3.63,-0.00179661
3.635,-0.00180091
3.64,-0.00180522
3.645,-0.00180953
3.65,-0.00181384
3.655,-0.00181815
3.66,-0.00182246
3.665,-0.00182678
3.67,-0.0018311
3.675,-0.00183542
3.68,-0.00183974
3.685,-0.00184406
3.69,-0.00184839
3.695,-0.00185272
3.7,-0.00185704
3.705,-0.00186137
3.71,-0.00186571
3.715,-0.00187004
3.72,-0.00187437
3.725,-0.00187871
3.73,-0.00188305
3.735,-0.00188739
3.74,-0.00189173
3.745,-0.00189607
3.75,-0.00190041
3.755,-0.00190476
3.76,-0.0019091
3.765,-0.00191345
3.77,-0.0019178
3.775,-0.00192215
3.78,-0.0019265
3.785,-0.00193085
3.79,-0.0019352
3.795,-0.00193955
3.8,-0.00194391
3.805,-0.00194826
3.81,-0.00195262
3.815,-0.00195698
3.82,-0.00196134
3.825,-0.0019657
3.83,-0.00197006
3.835,-0.00197442
3.84,-0.00197878
3.845,-0.00198314
3.85,-0.0019875
3.855,-0.00199187
3.86,-0.00199623
3.865,-0.0020006
3.87,-0.00200496
3.875,-0.00200933
3.88,-0.00201369
3.885,-0.00201806
3.89,-0.00202242
3.895,-0.00202679
3.9,-0.00203116
3.905,-0.00203552
3.91,-0.00203989
3.915,-0.00204426
3.92,-0.00204863
3.925,-0.00205299
3.93,-0.00205736
3.935,-0.00206173
3.94,-0.00206609
3.945,-0.00207046
3.95,-0.00207483
3.955,-0.00207919
3.96,-0.00208356
3.965,-0.00208792
3.97,-0.00209229
3.975,-0.00209665
3.98,-0.00210101
3.985,-0.00210538
3.99,-0.00210974
3.995,-0.0021141
4,-0.00211846
4.005,-0.00212282
4.01,-0.00212717
4.015,-0.00213153
4.02,-0.00213588
4.025,-0.00214024
4.03,-0.00214459
4.035,-0.00214894
4.04,-0.00215329
4.045,-0.00215764
4.05,-0.00216198
4.055,-0.00216633
4.06,-0.00217067
4.065,-0.00217501
4.07,-0.00217935
4.075,-0.00218368
4.08,-0.00218802
4.085,-0.00219235
4.09,-0.00219668
4.095,-0.002201
4.1,-0.00220533
4.105,-0.00220965
4.11,-0.00221396
4.115,-0.00221828
4.12,-0.00222259
4.125,-0.00222689
4.13,-0.0022312
4.135,-0.0022355
4.14,-0.00223979
4.145,-0.00224409
4.15,-0.00224837
4.155,-0.00225266
4.16,-0.00225694
4.165,-0.00226121
4.17,-0.00226548
4.175,-0.00226974
4.18,-0.002274
4.185,-0.00227826
4.19,-0.0022825
4.195,-0.00228675
4.2,-0.00229098
4.205,-0.00229521
4.21,-0.00229944
4.215,-0.00230365
4.22,-0.00230786
4.225,-0.00231206
4.23,-0.00231626
4.235,-0.00232044
4.24,-0.00232462
4.245,-0.00232879
4.25,-0.00233295
4.255,-0.0023371
4.26,-0.00234125
4.265,-0.00234538
4.27,-0.0023495
4.275,-0.00235361
4.28,-0.00235771
4.285,-0.0023618
4.29,-0.00236587
4.295,-0.00236994
4.3,-0.00237399
4.305,-0.00237803
4.31,-0.00238205
4.315,-0.00238606
4.32,-0.00239005
4.325,-0.00239402
4.33,-0.00239798
4.335,-0.00240192
4.34,-0.00240585
4.345,-0.00240975
4.35,-0.00241364
4.355,-0.0024175
4.36,-0.00242134
4.365,-0.00242516
4.37,-0.00242896
4.375,-0.00243273
4.38,-0.00243648
4.385,-0.00244019
